Entity ID,Entity Name,SP_COUNTRY_NAME,SNL_INDUSTRY,Region
1000773,"Conservative Bank, A Federal Savings Bank",USA,Savings Bank/Thrift/Mutual,Pennsylvania
101716,Conservative Savings Corp (NASDAQGM:CONS),USA,Savings Bank/Thrift/Mutual,Pennsylvania
101345,Continental Federal Savings and Loan,USA,Savings Bank/Thrift/Mutual,Texas
102058,Continental Savings of America,USA,Savings Bank/Thrift/Mutual,California
102264,Coral Gables Fedcorp Inc. (NASDAQGM:CGFC),USA,Savings Bank/Thrift/Mutual,Florida
102796,Countrywide Financial Corporation,USA,Savings Bank/Thrift/Mutual,California
1026732,"County Bank, a Federal Savings Bank",USA,Savings Bank/Thrift/Mutual,Michigan
102115,Cragin Financial Corp. (NASDAQGM:CRGN),USA,Savings Bank/Thrift/Mutual,Illinois
101718,Crestmont Financial Corp (NASDAQGM:CRES),USA,Savings Bank/Thrift/Mutual,New Jersey
101719,"CrossLand Savings, FSB",USA,Savings Bank/Thrift/Mutual,Ohio
1031037,Crusader Holding Corporation,USA,Savings Bank/Thrift/Mutual,Illinois
1031006,CS Financial Corporation (NASDAQGM:CSFI),USA,Savings Bank/Thrift/Mutual,California
102340,CSB Financial Corporation (NASDAQGM:COSB),USA,Savings Bank/Thrift/Mutual,Ohio
102568,"CSB Financial Group, Inc. (NASDAQGM:CSBF)",USA,Savings Bank/Thrift/Mutual,Ohio
101721,"CSF Holdings, Inc.",USA,Savings Bank/Thrift/Mutual,Indiana
4236088,"Cullman Bancorp, Inc. (OTCQX:CULL)",USA,Savings Bank/Thrift/Mutual,Alabama
101710,Cumberland Federal Bancorporation (NASDAQGM:CMBK),USA,Savings Bank/Thrift/Mutual,Maryland
102397,"Cumberland Mountain Bancshares, Inc. (NASDAQGM:CMBN)",USA,Savings Bank/Thrift/Mutual,Maryland
101349,Cypress Savings Association,USA,Savings Bank/Thrift/Mutual,Texas
101730,D & N Financial Corp. (NASDAQGM:DNFC),USA,Savings Bank/Thrift/Mutual,Michigan
102101,"Dakota Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,North Dakota
101463,Dallas Federal Financial Corporation,USA,Savings Bank/Thrift/Mutual,Texas
101731,Danielson Federal Savings and Loan Association,USA,Savings Bank/Thrift/Mutual,California
1984120,"Danvers Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Massachusetts
101724,"Dartmouth Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Massachusetts
101725,DeerBank Corp. (NASDAQGM:DEER),USA,Savings Bank/Thrift/Mutual,Illinois
4086905,"Delanco Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,New Jersey
113615,Delaware First Financial Corporation (NASDAQGM:DFFN),USA,Savings Bank/Thrift/Mutual,Delaware
107091,"Delphos Citizens Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Ohio
102286,"Delta Federal Savings, FSB",USA,Savings Bank/Thrift/Mutual,Louisiana
101727,DFSoutheastern Inc. (NASDAQGM:DFSE),USA,Savings Bank/Thrift/Mutual,Florida
101729,"Dime Bancorp, Incorporated (NYSE:DME)",USA,Savings Bank/Thrift/Mutual,New York
1022664,Dime Financial Corp. (NASDAQGM:DIBK),USA,Savings Bank/Thrift/Mutual,Connecticut
101464,Diversified Investment Group Incorporated,USA,Savings Bank/Thrift/Mutual,California
101734,Dollar Savings Association,USA,Savings Bank/Thrift/Mutual,Pennsylvania
1000326,Dolton-Riverdale Savings & Loan Association,USA,Savings Bank/Thrift/Mutual,Illinois
1003340,Dothan Federal Savings Bank,USA,Savings Bank/Thrift/Mutual,Alabama
101733,Downey Financial Corp.,USA,Savings Bank/Thrift/Mutual,California
1021778,"DS Bancor, Inc. (NASDAQGM:DSBC)",USA,Savings Bank/Thrift/Mutual,Connecticut
4047202,DSA Financial Corporation,USA,Savings Bank/Thrift/Mutual,Illinois
4054625,Dutchfork Bancshares Inc. (NASDAQGM:DFBS),USA,Savings Bank/Thrift/Mutual,South Carolina
102661,Eagle BancGroup Inc. (NASDAQGM:EGLB),USA,Savings Bank/Thrift/Mutual,Illinois
101737,"Eagle Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Maryland
101739,"Eagle Bancshares, Inc. (NASDAQGM:EBSI)",USA,Savings Bank/Thrift/Mutual,Georgia
4942492,"Eagle Financial Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Indiana
101736,Eagle Financial Corp. (NASDAQGM:EGFC),USA,Savings Bank/Thrift/Mutual,Wisconsin
1010532,"East Coast Savings Bank, SSB",USA,Savings Bank/Thrift/Mutual,Virginia
101353,"East Side Financial, Inc.",USA,Savings Bank/Thrift/Mutual,Michigan
101357,"East Texas Financial Services, Inc.",USA,Savings Bank/Thrift/Mutual,Texas
101465,East Weymouth Savings Bank,USA,Savings Bank/Thrift/Mutual,Massachusetts
101740,Eastchester Financial Corporation,USA,Savings Bank/Thrift/Mutual,New York
102023,"Eastern Bancorp, Inc. (NASDAQGM:EBCP)",USA,Savings Bank/Thrift/Mutual,Massachusetts
1022652,Eastland Financial Corporation,USA,Savings Bank/Thrift/Mutual,Illinois
1002698,Eastover Bank for Savings,USA,Savings Bank/Thrift/Mutual,North Carolina
4002192,"ebank Financial Services, Inc.",USA,Savings Bank/Thrift/Mutual,Georgia
105798942,"ECB Bancorp, Inc. (NASDAQCM:ECBK)",USA,Savings Bank/Thrift/Mutual,North Carolina
1002108,Edenton Savings & Loan Association,USA,Savings Bank/Thrift/Mutual,North Carolina
113599,"EFC Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Indiana
101738,Eliot Savings Bank,USA,Savings Bank/Thrift/Mutual,Massachusetts
101743,Elm Financial Services Inc (NASDAQGM:ELMF),USA,Savings Bank/Thrift/Mutual,Connecticut
101745,Elmira Savings Bank (NASDAQGM:ESBK),USA,Savings Bank/Thrift/Mutual,New York
101742,Elmwood Bancorp Inc (NASDAQGM:EFSB),USA,Savings Bank/Thrift/Mutual,Illinois
112078,Emerald Financial Corp. (NASDAQGM:EMLD),USA,Savings Bank/Thrift/Mutual,Washington
1027864,Emerald Isle Bancorp Inc. (NASDAQGM:EIRE),USA,Savings Bank/Thrift/Mutual,California
107402,"Empire Federal Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Montana
101744,Empire Financial Corp.,USA,Savings Bank/Thrift/Mutual,New York
101355,Empire of America Federal Savings Bank,USA,Savings Bank/Thrift/Mutual,New York
102473,"Enterprise Federal Bancorp, Inc. (NASDAQGM:EFBI)",USA,Savings Bank/Thrift/Mutual,Indiana
4001999,"Equality Bancorp, Inc. (NYSEAM:EBI)",USA,Savings Bank/Thrift/Mutual,Missouri
101557,"Equitable Bank (Wheaton, MD) (NASDAQGM:EQSB)",USA,Savings Bank/Thrift/Mutual,Maryland
1031014,"ES&L Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Pennsylvania
101741,"ESB Bancorp, Inc. (NASDAQGM:ESBB)",USA,Savings Bank/Thrift/Mutual,Pennsylvania
1024882,"ESB Bancorp, Incorporated",USA,Savings Bank/Thrift/Mutual,Pennsylvania
101556,ESB Financial Corporation (NASDAQGM:ESBF),USA,Savings Bank/Thrift/Mutual,Pennsylvania
4149188,"ESSA Bancorp, Inc. (NASDAQGM:ESSA)",USA,Savings Bank/Thrift/Mutual,Pennsylvania
102093,"Essex Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,New Jersey
1026655,Estill Federal Savings Bank,USA,Savings Bank/Thrift/Mutual,Kentucky
102525,"ETB Holdings, Inc.",USA,Savings Bank/Thrift/Mutual,Pennsylvania
4087229,Eureka Financial Corporation,USA,Savings Bank/Thrift/Mutual,Pennsylvania
14397022,"Eureka Homestead Bancorp, Inc. (OTCPK:ERKH)",USA,Savings Bank/Thrift/Mutual,Louisiana
4047200,EverBank Financial Corp,USA,Savings Bank/Thrift/Mutual,Florida
1004013,Evergreen Federal Savings & Loan Association,USA,Savings Bank/Thrift/Mutual,Oregon
1024063,EverTrust Financial Group Inc. (NASDAQGM:EVRT),USA,Savings Bank/Thrift/Mutual,California
4925492,"EWSB Bancorp, Inc. (OTCQB:EWSB)",USA,Savings Bank/Thrift/Mutual,New York
101805,"F & C Bancshares, Inc.",USA,Savings Bank/Thrift/Mutual,Georgia
101767,"F.F.O. Financial Group, Inc. (NASDAQGM:FFFG)",USA,Savings Bank/Thrift/Mutual,Ohio
102164,F&M Bank and Trust Company,USA,Savings Bank/Thrift/Mutual,Missouri
4091431,Fairfield County Bank Corp.,USA,Savings Bank/Thrift/Mutual,Ohio
1001313,"Fairfield Savings Bank, FSB",USA,Savings Bank/Thrift/Mutual,Ohio
101771,"Falls Financial, Inc. (NASDAQGM:FFII)",USA,Savings Bank/Thrift/Mutual,Ohio
113991,Falmouth Bancorp Inc. (NYSEAM:FCB),USA,Savings Bank/Thrift/Mutual,Massachusetts
102622,Falmouth Co-Operative Bank,USA,Savings Bank/Thrift/Mutual,Massachusetts
101796,Family Bancorp (NASDAQGM:FMLY),USA,Savings Bank/Thrift/Mutual,Massachusetts
101747,Farm & Home Financial Corp. (NASDAQGM:FAHS),USA,Savings Bank/Thrift/Mutual,Missouri
4155150,"Farmers & Merchants Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Ohio
4020375,"Farnsworth Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,New York
101751,Fayette Federal Savings Bank,USA,Savings Bank/Thrift/Mutual,Kentucky
1984081,"Fayette Savings Bank, SSB",USA,Savings Bank/Thrift/Mutual,Kentucky
4188248,"FB Bancorp, Inc. (NASDAQCM:FBLA)",USA,Savings Bank/Thrift/Mutual,Louisiana
102301,FCB Financial Corp. (NASDAQGM:FCBF),USA,Savings Bank/Thrift/Mutual,Florida
102218,"Fed One Bancorp, Inc. (NASDAQGM:FOBC)",USA,Savings Bank/Thrift/Mutual,West Virginia
102004,Federal Savings Bank,USA,Savings Bank/Thrift/Mutual,Arkansas
1031131,Federal Trust Corporation,USA,Savings Bank/Thrift/Mutual,Florida
101759,"Federated Bank, SSB",USA,Savings Bank/Thrift/Mutual,Illinois
102098,"FedFirst Bancshares, Inc. (NASDAQGM:FFBS)",USA,Savings Bank/Thrift/Mutual,Alabama
4047191,FedFirst Financial Corp. (NASDAQCM:FFCO),USA,Savings Bank/Thrift/Mutual,Ohio
102127,"FF Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,California
102310,"FFBS Bancorp, Inc. (NASDAQGM:FFBS)",USA,Savings Bank/Thrift/Mutual,Pennsylvania
6616460,"FFBW, Inc. (OTCQX:FFBW)",USA,Savings Bank/Thrift/Mutual,Wisconsin
102288,FFE Financial Corp. (NASDAQGM:FFEF),USA,Savings Bank/Thrift/Mutual,Indiana
102378,"FFLC Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Ohio
102452,FFVA Financial Corp. (NASDAQGM:FFFC),USA,Savings Bank/Thrift/Mutual,Virginia
102285,FFY Financial Corporation (NASDAQGM:FFYF),USA,Savings Bank/Thrift/Mutual,Ohio
101809,"Fidelity Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Pennsylvania
102344,"Fidelity Bancorp, Inc. (NASDAQGM:FBCI)",USA,Savings Bank/Thrift/Mutual,Pennsylvania
101784,"Fidelity Bancshares, Inc.",USA,Savings Bank/Thrift/Mutual,Georgia
102335,"Fidelity Bankshares, Inc.",USA,Savings Bank/Thrift/Mutual,Florida
101746,Fidelity Federal Bancorp,USA,Savings Bank/Thrift/Mutual,Indiana
101773,Fidelity Federal Savings Bank,USA,Savings Bank/Thrift/Mutual,California
101372,Fidelity Financial Bankshares Corporation (NASDAQGM:FFRV),USA,Savings Bank/Thrift/Mutual,Texas
102185,"Fidelity Financial of Ohio, Inc. (NASDAQGM:FFOH)",USA,Savings Bank/Thrift/Mutual,Ohio
102274,Fidelity New York FSB (NASDAQGM:FDNY),USA,Savings Bank/Thrift/Mutual,New York
1000055,"Fifth District Bancorp, Inc. (NASDAQCM:FDSB)",USA,Savings Bank/Thrift/Mutual,New York
101567,"Financial Bancorp, Inc. (NASDAQGM:FIBC)",USA,Savings Bank/Thrift/Mutual,Illinois
101375,Financial Corporation of America,USA,Savings Bank/Thrift/Mutual,California
101801,Financial Corporation of Santa Barbara,USA,Savings Bank/Thrift/Mutual,California
1026779,Financial Federal Savings Bank,USA,Savings Bank/Thrift/Mutual,Texas
101470,"Financial Federation, Inc.",USA,Savings Bank/Thrift/Mutual,California
102152,Financial Security Corp. (NASDAQGM:FNSC),USA,Savings Bank/Thrift/Mutual,Texas
101384,Financial Security Savings and Loan Association,USA,Savings Bank/Thrift/Mutual,Washington
1032046,"Finger Lakes Bancorp, Inc (NASDAQGM:FLBC)",USA,Savings Bank/Thrift/Mutual,New York
106926,"First Allen Parish Bancorp, Inc. (OTCPK:FALN)",USA,Savings Bank/Thrift/Mutual,Louisiana
101748,First American Bancorp,USA,Savings Bank/Thrift/Mutual,North Carolina
101750,First American Bancorp,USA,Savings Bank/Thrift/Mutual,North Carolina
101704,First American Federal Savings Bank (NASDAQGM:CHFD),USA,Savings Bank/Thrift/Mutual,Maryland
101749,First AmFed Corp. (NASDAQGM:FAMF),USA,Savings Bank/Thrift/Mutual,North Carolina
102436,First Ashland Financial Corporation (NASDAQGM:FSBS),USA,Savings Bank/Thrift/Mutual,Kentucky
101558,First Atlantic Savings and Loan Association,USA,Savings Bank/Thrift/Mutual,New Jersey
102073,"First Bancorp Indiana, Inc.",USA,Savings Bank/Thrift/Mutual,Indiana
102538,"First Bell Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Pennsylvania
101360,First Capitol Financial Corporation,USA,Savings Bank/Thrift/Mutual,Maryland
1000060,First Carnegie Deposit (MHC),USA,Savings Bank/Thrift/Mutual,Pennsylvania
101466,First Charter Financial Corp.,USA,Savings Bank/Thrift/Mutual,North Carolina
101753,First Chattanooga Financial Corp (NASDAQGM:FCHT),USA,Savings Bank/Thrift/Mutual,Tennessee
101915,First Citizens Corporation (NASDAQGM:FSTC),USA,Savings Bank/Thrift/Mutual,Tennessee
101754,First Citizens Financial Corporation (NASDAQGM:FCIT),USA,Savings Bank/Thrift/Mutual,Tennessee
4041040,First City Federal Savings and Loan Association,USA,Savings Bank/Thrift/Mutual,Texas
102019,"First Coastal Bankshares, Inc. (NASDAQGM:FCBK)",USA,Savings Bank/Thrift/Mutual,Maine
100893,First Coastal Corporation (NASDAQGM:FCME),USA,Savings Bank/Thrift/Mutual,Maine
102187,"First Colorado Bancorp, Inc. (NASDAQGM:FFBA)",USA,Savings Bank/Thrift/Mutual,Colorado
101364,First Colorado Financial Corporation,USA,Savings Bank/Thrift/Mutual,Colorado
101361,First Columbia Financial Corporation,USA,Savings Bank/Thrift/Mutual,South Carolina
1001350,First Community Bank & Trust,USA,Savings Bank/Thrift/Mutual,Illinois
4087291,First Community Bank Corporation of America,USA,Savings Bank/Thrift/Mutual,Florida
1001175,First Community Bank of Southwest Georgia,USA,Savings Bank/Thrift/Mutual,Georgia
4046012,First Community Financial Corporation (NASDAQGM:FCFN),USA,Savings Bank/Thrift/Mutual,Illinois
4047110,"First Deposit Bancshares, Inc. (NASDAQGM:FDBI)",USA,Savings Bank/Thrift/Mutual,New Hampshire
101760,"First Essex Bancorp, Inc. (NASDAQGM:FESX)",USA,Savings Bank/Thrift/Mutual,New Jersey
102243,First Family Financial Corp. (NASDAQGM:FFML),USA,Savings Bank/Thrift/Mutual,Illinois
101597,First Fed Svgs. & Loan Assoc. of Kendallville,USA,Savings Bank/Thrift/Mutual,Indiana
4040304,"First Federal Banc of the Southwest, Inc.",USA,Savings Bank/Thrift/Mutual,New Mexico
102195,First Federal Bancorp Inc. (NASDAQGM:FFBZ),USA,Savings Bank/Thrift/Mutual,North Carolina
101779,"First Federal Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Ohio
4038964,"First Federal Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Ohio
102379,"First Federal Bancshares of Eau Claire, Inc. (NASDAQGM:FFEC)",USA,Savings Bank/Thrift/Mutual,Wisconsin
4055692,"First Federal Bancshares, Inc.",USA,Savings Bank/Thrift/Mutual,Arkansas
1000882,First Federal Bank for Savings,USA,Savings Bank/Thrift/Mutual,Indiana
102090,"First Federal Bank of Northwest Georgia, FSB",USA,Savings Bank/Thrift/Mutual,Georgia
1000071,"First Federal Bank, FSB",USA,Savings Bank/Thrift/Mutual,Tennessee
101468,"First Federal Bank, FSB",USA,Savings Bank/Thrift/Mutual,Tennessee
4047388,"First Federal Bankshares, Inc.",USA,Savings Bank/Thrift/Mutual,Iowa
101811,First Federal Capital Corp. (NASDAQGM:FTFC),USA,Savings Bank/Thrift/Mutual,Wisconsin
102665,"First Federal Financial Bancorp, Inc. (NASDAQGM:FFFB)",USA,Savings Bank/Thrift/Mutual,Illinois
1002227,First Federal of Northern Michigan,USA,Savings Bank/Thrift/Mutual,Michigan
4057533,"First Federal of Northern Michigan Bancorp, Inc. (OTCPK:FFNM)",USA,Savings Bank/Thrift/Mutual,Michigan
4053466,"First Federal of Olathe Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Kansas
1002433,First Federal Savings & Loan Assn. Giles County,USA,Savings Bank/Thrift/Mutual,Virginia
1002455,First Federal Savings & Loan Assn. of Chilton County,USA,Savings Bank/Thrift/Mutual,Alabama
1000200,First Federal Savings & Loan Assn. of Rushville,USA,Savings Bank/Thrift/Mutual,Indiana
1000569,First Federal Savings & Loan Association,USA,Savings Bank/Thrift/Mutual,Florida
1026504,First Federal Savings & Loan Association,USA,Savings Bank/Thrift/Mutual,Florida
1002512,First Federal Savings & Loan Association,USA,Savings Bank/Thrift/Mutual,Florida
1027152,"First Federal Savings & Loan Association of Andalusia, FA",USA,Savings Bank/Thrift/Mutual,Alabama
101881,First Federal Savings & Loan Association of Lenawee County,USA,Savings Bank/Thrift/Mutual,Michigan
1000842,First Federal Savings & Loan Association of Peru,USA,Savings Bank/Thrift/Mutual,Indiana
101371,First Federal Savings & Loan Association of Ridgecrest,USA,Savings Bank/Thrift/Mutual,California
1002163,First Federal Savings & Loan Association Thibodaux,USA,Savings Bank/Thrift/Mutual,Louisiana
101362,First Federal Savings & Loan of Austin,USA,Savings Bank/Thrift/Mutual,Texas
101469,First Federal Savings & Loan of Brooksville,USA,Savings Bank/Thrift/Mutual,Florida
101765,First Federal Savings & Loan of East Hartford,USA,Savings Bank/Thrift/Mutual,Connecticut
101472,First Federal Savings & Loan of Roanoke,USA,Savings Bank/Thrift/Mutual,Virginia
101373,First Federal Savings & Loan of Sanford,USA,Savings Bank/Thrift/Mutual,Florida
101471,First Federal Savings and Loan Association of Kalamazoo,USA,Savings Bank/Thrift/Mutual,Michigan
1002494,First Federal Savings Bank,USA,Savings Bank/Thrift/Mutual,Georgia
1001129,First Federal Savings Bank,USA,Savings Bank/Thrift/Mutual,Georgia
1002452,First Federal Savings Bank of Citrus County,USA,Savings Bank/Thrift/Mutual,Florida
101553,First Federal Savings Bank of De Funiak Springs,USA,Savings Bank/Thrift/Mutual,Florida
101803,First Federal Savings Bank of Georgia,USA,Savings Bank/Thrift/Mutual,Georgia
102395,First Federal Savings Bank of Kane (NASDAQGM:KANE),USA,Savings Bank/Thrift/Mutual,Illinois
1002246,First Federal Savings Bank of Kentucky,USA,Savings Bank/Thrift/Mutual,Kentucky
1001220,First Federal Savings Bank of Maryville,USA,Savings Bank/Thrift/Mutual,Tennessee
101785,First Federal Savings Bank of Salt Lake,USA,Savings Bank/Thrift/Mutual,Utah
1001193,First Federal Savings Bank of Southwest Georgia,USA,Savings Bank/Thrift/Mutual,Georgia
101359,First Federal Savings of Arkansas,USA,Savings Bank/Thrift/Mutual,Arkansas
101473,First Federal Savings of Winter Haven,USA,Savings Bank/Thrift/Mutual,Florida
101800,First Financial Bancorp (NASDAQGM:FPRY),USA,Savings Bank/Thrift/Mutual,Ohio
102348,"First Financial Bancorp, Inc. (NASDAQGM:FFBI)",USA,Savings Bank/Thrift/Mutual,Indiana
102159,"First Financial Bancshares of Polk County, Inc. (NASDAQGM:FBPC)",USA,Savings Bank/Thrift/Mutual,Oregon
101478,First Financial Bank,USA,Savings Bank/Thrift/Mutual,Texas
101768,First Financial Corporation (NASDAQGM:FFHC),USA,Savings Bank/Thrift/Mutual,Indiana
102103,First Financial Corporation of Western Maryland (NASDAQGM:FFWM),USA,Savings Bank/Thrift/Mutual,Maryland
101624,First Financial of Russellville,USA,Savings Bank/Thrift/Mutual,Arkansas
101563,"First Financial Shares, Inc.",USA,Savings Bank/Thrift/Mutual,Illinois
101789,First Fincorp Inc. (NASDAQGM:FIFC),USA,Savings Bank/Thrift/Mutual,South Carolina
101770,First Franklin Corp.,USA,Savings Bank/Thrift/Mutual,Ohio
1000648,First Granite City Savings & Loan Association,USA,Savings Bank/Thrift/Mutual,Illinois
101769,First Harrisburg Bancor Inc. (NASDAQGM:FFHP),USA,Savings Bank/Thrift/Mutual,Pennsylvania
1002343,First Harrison Bank,USA,Savings Bank/Thrift/Mutual,Mississippi
101808,"First Home Bancorp, Inc. (NASDAQGM:FSPG)",USA,Savings Bank/Thrift/Mutual,New Jersey
1000420,First Home Savings Association,USA,Savings Bank/Thrift/Mutual,Missouri
102347,First Independence Corporation (OTCPK:FFSL),USA,Savings Bank/Thrift/Mutual,Michigan
101788,First Inter-Bancorp Inc (NASDAQGM:FIBI),USA,Savings Bank/Thrift/Mutual,Pennsylvania
4003894,First Kansas Financial Corp. (NASDAQGM:FKAN),USA,Savings Bank/Thrift/Mutual,Kansas
102437,First Kent Financial Corp (NASDAQGM:FKFC),USA,Savings Bank/Thrift/Mutual,Michigan
102105,"First Kentucky Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Kentucky
101598,"First Keystone Financial, Inc.",USA,Savings Bank/Thrift/Mutual,Pennsylvania
102653,"First Lancaster Bancshares, Inc. (NASDAQGM:FLKY)",USA,Savings Bank/Thrift/Mutual,Pennsylvania
101793,First Liberty Financial Corp. (NASDAQGM:FLFC),USA,Savings Bank/Thrift/Mutual,Georgia
1024732,"First Mutual Bancorp, Inc. (NASDAQGM:FMBD)",USA,Savings Bank/Thrift/Mutual,Illinois
4051281,"First Mutual Bancshares, Inc.",USA,Savings Bank/Thrift/Mutual,North Carolina
101797,First Mutual Bank,USA,Savings Bank/Thrift/Mutual,Washington
101475,First Mutual Savings Association of Florida,USA,Savings Bank/Thrift/Mutual,Florida
101476,First Nationwide Bank,USA,Savings Bank/Thrift/Mutual,California
1003399,"First Nationwide Bank, A Federal Savings Bank",USA,Savings Bank/Thrift/Mutual,California
4025073,"First Niles Financial, Inc. (OTCPK:FNFI)",USA,Savings Bank/Thrift/Mutual,Ohio
101798,First Northern Capital Corp. (NASDAQGM:FNGB),USA,Savings Bank/Thrift/Mutual,California
4343673,First Northwest Bancorp (NASDAQGM:FNWB),USA,Savings Bank/Thrift/Mutual,Washington
1024398,First Ozaukee Capital Corp (NASDAQGM:FOZK),USA,Savings Bank/Thrift/Mutual,Wisconsin
102315,"First Palm Beach Bancorp, Inc. (NASDAQGM:FFPB)",USA,Savings Bank/Thrift/Mutual,Florida
1000049,First Place Bank,USA,Savings Bank/Thrift/Mutual,Ohio
1000396,First Place Bank,USA,Savings Bank/Thrift/Mutual,Ohio
4040220,First Place Financial Corp. (OTCPK:FPFC.Q),USA,Savings Bank/Thrift/Mutual,Ohio
1001968,First Republic Savings Bank FSB,USA,Savings Bank/Thrift/Mutual,California
1002896,"First Savings & Loan Assn. of South Dakota, Inc",USA,Savings Bank/Thrift/Mutual,South Dakota
101775,First Savings Bancorp,USA,Savings Bank/Thrift/Mutual,Indiana
1031012,First Savings Bancorp of Little Falls,USA,Savings Bank/Thrift/Mutual,New Jersey
1024883,"First Savings Bancorp, Inc. (NASDAQGM:SOPN)",USA,Savings Bank/Thrift/Mutual,Indiana
1015401,First Savings Bank Forest City,USA,Savings Bank/Thrift/Mutual,North Carolina
101479,"First Savings Bank of Florida, FSB",USA,Savings Bank/Thrift/Mutual,Florida
1001836,First Savings Bank of New Jersey,USA,Savings Bank/Thrift/Mutual,New Jersey
1001362,"First Savings Bank, FSB",USA,Savings Bank/Thrift/Mutual,Wisconsin
101813,"First Savings Bank, FSB",USA,Savings Bank/Thrift/Mutual,Wisconsin
1002450,"First Savings Bank, FSB",USA,Savings Bank/Thrift/Mutual,Wisconsin
102388,First Savings Financial Corp (NASDAQGM:FSVF),USA,Savings Bank/Thrift/Mutual,Indiana
14420640,"First Seacoast Bancorp, Inc. (NASDAQCM:FSEA)",USA,Savings Bank/Thrift/Mutual,New Hampshire
107001,First Securityfed Financial Inc. (NASDAQGM:FSFF),USA,Savings Bank/Thrift/Mutual,Washington
4015895,First Sentinel Bancorp Inc. (NASDAQGM:FSLA),USA,Savings Bank/Thrift/Mutual,New Jersey
101383,First Service Bank for Savings,USA,Savings Bank/Thrift/Mutual,Arkansas
102282,"First Shenango Bancorp, Inc. (NASDAQGM:SHEN)",USA,Savings Bank/Thrift/Mutual,Pennsylvania
102299,First Southeast Financial Corporation (NASDAQGM:FSFC),USA,Savings Bank/Thrift/Mutual,South Carolina
102267,"First Southern Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,North Carolina
1024190,"First Star Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Pennsylvania
101807,"First State Financial Services, Inc. (NASDAQGM:FSFI)",USA,Savings Bank/Thrift/Mutual,Delaware
1031152,First ULB Corp. (OTCPK:FUBP),USA,Savings Bank/Thrift/Mutual,Illinois
101786,"First Western Bank, F.S.B.",USA,Savings Bank/Thrift/Mutual,Montana
101815,First Western Financial Corp. (NASDAQGM:FWES),USA,Savings Bank/Thrift/Mutual,Colorado
4143999,"FirstAtlantic Financial Holdings, Inc. (OTCPK:FFHD)",USA,Savings Bank/Thrift/Mutual,Florida
111782,Firstbank NW Corp. (NASDAQGM:FBNW),USA,Savings Bank/Thrift/Mutual,Washington
107185,FirstFed America Bancorp Inc. (NYSEAM:FAB),USA,Savings Bank/Thrift/Mutual,Massachusetts
101761,"FirstFed America, Inc.",USA,Savings Bank/Thrift/Mutual,Massachusetts
101758,FirstFed Financial Corp.,USA,Savings Bank/Thrift/Mutual,California
101776,FirstFed Michigan Corp. (NASDAQGM:FFOM),USA,Savings Bank/Thrift/Mutual,Michigan
102148,"FirstFed Northern Kentucky Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,Kentucky
102227,"FirstRock Bancorp, Inc. (NASDAQGM:FROK)",USA,Savings Bank/Thrift/Mutual,Illinois
102055,"FirstSouth Bancorp, Inc.",USA,Savings Bank/Thrift/Mutual,North Carolina
109036,FirstSpartan Financial Corporation (NASDAQGM:FSPT),USA,Savings Bank/Thrift/Mutual,Kansas
101794,Flagship Financial Corp.,USA,Savings Bank/Thrift/Mutual,Florida
109084,"Flagstar Bancorp, Inc. (NYSE:FBC)",USA,Savings Bank/Thrift/Mutual,Michigan
1024119,"Flagstar Bank, National Association (NYSE:FLG)",USA,Savings Bank/Thrift/Mutual,Michigan
4088208,"Flatbush Federal Bancorp, Inc. (MHC)",USA,Savings Bank/Thrift/Mutual,New York
1026398,Florida Federal Savings Bank,USA,Savings Bank/Thrift/Mutual,Florida
101777,"Florida First Bancorp, Inc. (NASDAQGM:FFPC)",USA,Savings Bank/Thrift/Mutual,Florida
101658,"Floridabank, A Federal Savings Bank (NASDAQGM:FLBK)",USA,Savings Bank/Thrift/Mutual,Florida
4046387,Floridafirst Bancorp Inc. (NASDAQGM:FFBK),USA,Savings Bank/Thrift/Mutual,Florida
101795,FMS Financial Corporation,USA,Savings Bank/Thrift/Mutual,Maryland
