Entity.ID,Entity.Name,SP_COUNTRY_NAME,SNL_INDUSTRY,Region
4076661,"Community Financial Holding Company, Inc.",USA,Bank,Georgia
100804,Community Financial Holding Corporation (NASDAQGM:CMFH),USA,Bank,Michigan
4056948,"Community Financial Shares, Inc.",USA,Bank,Illinois
100185,"Community Financial System, Inc. (NYSE:CBU)",USA,Bank,New York
1025075,"Community First Bancorp, Inc. (OTCPK:CMFP)",USA,Bank,Indiana
1974113,Community First Bancorporation,USA,Bank,South Carolina
4171598,Community First Bank,USA,Bank,Oregon
4087720,Community First Bank of Indiana,USA,Bank,Indiana
1025102,Community First Banking Company,USA,Bank,Georgia
102438,Community First Banking Company (NASDAQGM:CFBC),USA,Bank,Georgia
100198,Community First Bankshares Inc. (NASDAQGM:CFBX),USA,Bank,North Dakota
4078150,Community First Financial Corp. (NASDAQGM:CYFC),USA,Bank,California
100870,Community First National Bank,USA,Bank,Kansas
4012410,"Community First, Inc.",USA,Bank,Tennessee
1004669,"Community Heritage Financial, Inc. (OTCPK:CMHF)",USA,Bank,Michigan
1019957,"Community Independent Bank, Inc.",USA,Bank,Georgia
1027702,Community National Bancorp,USA,Bank,Indiana
1022990,Community National Bancorporation,USA,Bank,Texas
1006243,Community National Bank,USA,Bank,Texas
4092760,Community National Bank,USA,Bank,Texas
1005995,Community National Bank,USA,Bank,Texas
4079928,Community National Bank,USA,Bank,Texas
1005467,Community National Bank of Northwestern Pennsylvania,USA,Bank,Pennsylvania
4078336,Community National Bank of the Lakeway Area (OTCPK:CNLA),USA,Bank,Tennessee
1032043,Community National Corporation,USA,Bank,New Hampshire
4064901,Community National Corporation,USA,Bank,New Hampshire
4040687,Community Shores Bank Corporation (OTCPK:CSHB),USA,Bank,Michigan
4109055,Community Southern Bank,USA,Bank,Florida
4400296,"Community Southern Holdings, Inc.",USA,Bank,Florida
1032560,Community State Bank,USA,Bank,Iowa
100405,"Community Trust Bancorp, Inc. (NASDAQGS:CTBI)",USA,Bank,Kentucky
4047107,Community United Bank of Florida,USA,Bank,Florida
4074455,Community Valley Bancorp,USA,Bank,California
4149589,Community Valley Bank,USA,Bank,California
1137051,Community West Bancshares,USA,Bank,California
4057567,Community West Bancshares (NASDAQCM:CWBC),USA,Bank,California
100694,Community West Bank,USA,Bank,California
108060,"Community West Bank, National Association",USA,Bank,California
100803,CommunityBanks,USA,Bank,Pennsylvania
1024878,Communitycorp,USA,Bank,California
100805,CommunityOne Bancorp,USA,Bank,North Carolina
4093830,CommunitySouth Financial Corporation,USA,Bank,South Carolina
101243,Comsouth Bankshares Inc (NYSEAM:CSB),USA,Bank,Georgia
1032887,Comstock Bancorp (NASDAQGM:LODE),USA,Bank,Nevada
100550,Comstock Bank,USA,Bank,Nevada
1032825,Comunibanc Corp. (OTCPK:CBCZ),USA,Bank,Ohio
4115280,"Congaree Bancshares, Inc.",USA,Bank,South Carolina
100116,"Connecticut Bancorp, Inc.",USA,Bank,Connecticut
4089182,Connecticut Bank and Trust Company,USA,Bank,Connecticut
1011078,Connecticut Bank of Commerce,USA,Bank,Connecticut
100029,Connecticut Community Bank,USA,Bank,Connecticut
1019022,"Connecticut River Bancorp, Inc.",USA,Bank,Connecticut
4086891,Connecticut River Community Bank,USA,Bank,Connecticut
100687,"ConnectOne Bancorp, Inc. (NASDAQGS:CNOB)",USA,Bank,New Jersey
4222542,"ConnectOne Bancorp, Inc. (NASDAQGS:CNOB)",USA,Bank,New Jersey
100220,Constellation Bancorp (NASDAQGM:CSTL),USA,Bank,California
1024545,"Consumers Bancorp, Inc. (OTCQX:CBKM)",USA,Bank,Ohio
100879,Continental Bancorporation (NASDAQGM:CLBN),USA,Bank,Illinois
100177,Continental Bank Corp. (NYSE:CBK),USA,Bank,Illinois
100697,Continental Bank Garden City (NASDAQGM:COBG),USA,Bank,New York
1000315,Continental Pacific Bank,USA,Bank,California
102071,Cooperative Bankshares Inc. (OTCPK:COOP.Q),USA,Bank,North Carolina
4257589,Cordia Bancorp Inc.,USA,Bank,Virginia
100218,CoreStates Financial Corp. (NYSE:CFL),USA,Bank,Pennsylvania
4048703,Cornerstone Bancorp (OTCPK:CTOT),USA,Bank,South Carolina
4046705,Cornerstone Bancorp Inc. (NYSEAM:CBN),USA,Bank,New Jersey
4064737,Cornerstone Bancorp Inc. (OTCPK:CNBP),USA,Bank,Texas
4144537,"Cornerstone Bancorp, Inc.",USA,Bank,Indiana
4051570,Cornerstone Bank,USA,Bank,Georgia
100859,Cornerstone Bank,USA,Bank,Georgia
4053407,Cornerstone Bank,USA,Bank,Georgia
4578112,Cornerstone Community Bancorp,USA,Bank,California
4120584,Cornerstone Community Bank,USA,Bank,Georgia
4220067,Cornerstone Financial Corporation,USA,Bank,New Jersey
100221,Cornerstone Financial Corporation (NASDAQGM:CSTN),USA,Bank,Tennessee
4101794,Coronado First Bank (NASDAQGM:CDFB),USA,Bank,California
100579,"Corpus Christi Bancshares, Inc. (NYSEAM:CTZ)",USA,Bank,Texas
4087700,Cortez Community Bank (OTCPK:COTZ),USA,Bank,Florida
100699,Cortland Bancorp,USA,Bank,Ohio
100418,"Corus Bankshares, Inc.",USA,Bank,Illinois
4091150,"Country Bank Holding Company, Inc.",USA,Bank,New York
1032854,"County Bancorp, Inc. (NASDAQGM:ICBK)",USA,Bank,Wisconsin
1022794,County Bank,USA,Bank,Michigan
100955,County Bank Corp,USA,Bank,Michigan
101223,County Bank of Chesterfield (NASDAQGM:CBOC),USA,Bank,Virginia
4087650,County Commerce Bank (OTCPK:CNYB),USA,Bank,California
1022746,County First Bank (OTCPK:CUMD),USA,Bank,Maryland
1012359,County National Bank,USA,Bank,Michigan
1032890,"Covenant Bancorp, Inc. (NASDAQGM:CNSK)",USA,Bank,New Jersey
4172322,"Covenant Bancshares, Inc.",USA,Bank,New Hampshire
102520,"Covenant Bank (Haddonfield, NJ)",USA,Bank,New Jersey
102212,CoVest Bancshares Inc. (NASDAQGM:COVB),USA,Bank,Illinois
1023712,Cowlitz Bancorp. (OTCPK:CWLZ),USA,Bank,Washington
102650,Crazy Woman Creek Bancorp Incorporated (OTCPK:CRZY),USA,Bank,Wyoming
100005,Crescent Banking Company,USA,Bank,Georgia
100215,Crestar Financial Corporation,USA,Bank,Virginia
1017886,"Croghan Bancshares, Inc. (OTCQB:CHBH)",USA,Bank,Ohio
4227418,"CrossFirst Bankshares, Inc. (NASDAQGM:CFB)",USA,Bank,Kansas
1021579,Crystal Valley Financial Corporation (OTCPK:CYVF),USA,Bank,Minnesota
4104889,CSB Bancorp Inc.,USA,Bank,Ohio
1023643,"CSB Bancorp, Inc. (OTCPK:CSBB)",USA,Bank,Ohio
4080444,CSB Financial Corporation (OTCPK:CSBF),USA,Bank,Pennsylvania
100222,CU Bancorp (NASDAQGM:CUBN),USA,Bank,California
4308300,CU Bancorp (NASDAQGM:CUNB),USA,Bank,California
100196,"Cullen/Frost Bankers, Inc. (NYSE:CFR)",USA,Bank,Texas
1012869,Culver National Bank,USA,Bank,Indiana
100223,Cupertino National Bancorp (NASDAQGM:CUNB),USA,Bank,California
4293992,"Customers Bancorp, Inc. (NYSE:CUBI)",USA,Bank,Pennsylvania
1032516,Customers Bank,USA,Bank,Pennsylvania
1010295,"Cuyamaca Bank, National Association (NASDAQGM:CUYA)",USA,Bank,California
100224,CVB Financial Corp. (NASDAQGS:CVBF),USA,Bank,California
4064837,CW Bancorp (OTCQX:CWBK),USA,Bank,California
1019181,"Dacotah Banks, Inc. (OTCQX:DBIN)",USA,Bank,South Dakota
1020695,"Damariscotta Bankshares, Inc. (OTCPK:DMSQ)",USA,Bank,Maine
1020934,Damascus Community Bank,USA,Bank,Maryland
102579,Damen Financial Corp. (NASDAQGM:DFIN),USA,Bank,Illinois
4206578,Dart Financial Corporation,USA,Bank,Michigan
100226,Dauphin Deposit Corporation (NASDAQGM:DAPN),USA,Bank,Pennsylvania
4800106,"DCB Bancshares, Inc. (OTCPK:DCBB)",USA,Bank,California
1032889,DCB Financial Corp,USA,Bank,Michigan
1024255,"Dearborn Bancorp, Inc. (OTCPK:DEAR)",USA,Bank,Michigan
108165,"Decatur First Bank Group, Inc.",USA,Bank,Illinois
4092225,"DeKalb Bankshares, Inc.",USA,Bank,Georgia
1022135,"Delaware Bancshares, Inc.",USA,Bank,Delaware
1019905,Delaware National Bancshares Corp.,USA,Bank,Delaware
1024472,Delhi Bank Corp. (OTCPK:DWNX),USA,Bank,New York
4045515,"Delmarva Bancshares, Inc. (OTCPK:DLMV)",USA,Bank,Maryland
100861,Delta National Bancorp,USA,Bank,Mississippi
1023727,"Denali Bancorporation, Inc. (OTCPK:DENI)",USA,Bank,Alaska
1021552,"Denmark Bancshares, Inc.",USA,Bank,Wisconsin
1024281,"Denver Bankshares, Inc.",USA,Bank,Colorado
100227,Deposit Guaranty Corp. (NYSE:DEP),USA,Bank,Mississippi
100031,Deposit Guaranty Louisiana Corporation,USA,Bank,Louisiana
4102586,Desert Commercial Bank,USA,Bank,California
101051,Desert Community Bank,USA,Bank,California
100168,Deutsche Bank Trust Corporation,USA,Bank,New York
4086955,Diablo Valley Bank,USA,Bank,California
1019700,"Diamond Bancshares, Inc. (OTCEM:DMNB)",USA,Bank,Missouri
102643,"Dime Community Bancshares, Inc. (NASDAQGS:DCOM)",USA,Bank,New York
100888,"Dimeco, Inc. (OTCQX:DIMC)",USA,Bank,Pennsylvania
4098315,Discovery Bancorp (NASDAQGM:DVBC),USA,Bank,California
100765,DNB Financial Corporation (NASDAQGM:DNBF),USA,Bank,Pennsylvania
4056856,Dogwood State Bank,USA,Bank,North Carolina
102801,Doral Financial Corporation,USA,Bank,Puerto Rico
4101493,DR Bank,USA,Bank,New Jersey
100708,Drovers Bancshares Corporation (NASDAQGM:DROV),USA,Bank,Pennsylvania
4053493,"Eagle Bancorp Montana, Inc. (NASDAQGM:EBMT)",USA,Bank,Montana
4002078,"Eagle Bancorp, Inc. (NASDAQCM:EGBN)",USA,Bank,Maryland
1023603,"Eagle Financial Services, Inc. (NASDAQCM:EFSI)",USA,Bank,Virginia
4089534,"Eagle National Bancorp, Inc.",USA,Bank,Pennsylvania
1011109,East Carolina Bank,USA,Bank,North Carolina
1004833,East County Bank (NASDAQGM:ETCN),USA,Bank,California
1023476,East Penn Bank,USA,Bank,Pennsylvania
4087012,East Penn Financial Corporation,USA,Bank,Pennsylvania
1007137,East Prospect State Bank,USA,Bank,Pennsylvania
1020382,"East Side Bancorporation, Inc.",USA,Bank,California
4040606,"East West Bancorp, Inc. (NASDAQGS:EWBC)",USA,Bank,California
1022658,"Eastern Bankshares, Inc. (NASDAQGS:EBC)",USA,Bank,Massachusetts
1019670,Eastern Michigan Financial Corporation,USA,Bank,Michigan
1974273,"Eastern Virginia Bankshares, Inc.",USA,Bank,Virginia
1024016,"Easton Bancorp, Inc.",USA,Bank,Maryland
4025779,ECB Bancorp Inc. (NYSEAM:ECBE),USA,Bank,North Carolina
25962294,"Eclipse Bancorp, Inc. (OTCQB:ECLP)",USA,Bank,Tennessee
100530,EdgeMark Financial Corporation,USA,Bank,Illinois
4410547,"Edgewater Bancorp, Inc.",USA,Bank,Michigan
1022879,El Capitan Bancshares Inc (NASDAQGM:ECAB),USA,Bank,California
4075352,"Elah Holdings, Inc. (OTCPK:ELLH)",USA,Bank,Georgia
100230,Eldorado Bancorp (NYSEAM:ELB),USA,Bank,California
1025200,"Eldorado Bancshares, Inc. (NASDAQGM:ELBI)",USA,Bank,California
4066093,"Elmer Bancorp, Inc. (OTCPK:ELMA)",USA,Bank,New Jersey
1010722,Elverson National Bank,USA,Bank,Pennsylvania
4214573,"Embassy Bancorp, Inc. (OTCQX:EMYB)",USA,Bank,Pennsylvania
4065711,Embassy Bank for the Lehigh Valley,USA,Bank,Pennsylvania
1022882,Emclaire Financial Corp,USA,Bank,Pennsylvania
100710,Empire Banc Corporation (NASDAQGM:EMBM),USA,Bank,Michigan
4155483,"Empire Bancorp, Inc. (OTCPK:EMPK)",USA,Bank,New York
1017859,"Empire Bancshares, Inc. (OTCPK:EBSH)",USA,Bank,New York
4091182,Empire State Bank,USA,Bank,New York
4056252,"ENB Bankshares, Inc.",USA,Bank,North Carolina
4206062,ENB Financial Corp (OTCQX:ENBP),USA,Bank,Pennsylvania
1974015,Encino State Bank (NASDAQGM:ENST),USA,Bank,California
4057668,"Encore Bancshares, Inc.",USA,Bank,Virginia
4789609,Endeavor Bancorp (OTCQX:EDVR),USA,Bank,California
4290505,Entegra Financial Corp. (NASDAQGM:ENFC),USA,Bank,North Carolina
1025202,"Enterprise Bancorp, Inc.",USA,Bank,Massachusetts
1984011,Enterprise Bank,USA,Bank,Louisiana
4085407,Enterprise Bank NJ (OTCPK:ENBN),USA,Bank,New Jersey
1024631,Enterprise Financial Services Corp (NASDAQGS:EFSC),USA,Bank,Missouri
4120389,"Enterprise Financial Services Group, Inc. (OTCPK:EFSG)",USA,Bank,New Jersey
100853,Ephrata National Bank,USA,Bank,Pennsylvania
100231,Equimark Corporation,USA,Bank,Pennsylvania
100036,Equitable Bancorporation,USA,Bank,Maryland
4103730,Equitable Financial Corp. (OTCPK:EQFN),USA,Bank,New Jersey
4048926,"Equitable Financial Group, Inc.",USA,Bank,Wisconsin
4086910,"Equity Bancshares, Inc. (NYSE:EQBK)",USA,Bank,Kansas
100713,Equity Bank,USA,Bank,Kansas
4142633,"ES Bancshares, Inc. (OTCQX:ESBS)",USA,Bank,New York
4270423,"Esquire Financial Holdings, Inc. (NASDAQCM:ESQ)",USA,Bank,New York
1013626,Essex Bank,USA,Bank,Virginia
4086027,"EuroBancshares, Inc.",USA,Bank,Puerto Rico
100089,European American Bank,USA,Bank,New York
100885,"Evans Bancorp, Inc.",USA,Bank,New York
100232,"Evergreen Bancorp, Inc. (NASDAQGM:EVGN)",USA,Bank,New York
4066153,Evergreenbancorp Inc. (OTCPK:EVGG.Q),USA,Bank,Washington
100714,EvergreenBank,USA,Bank,Washington
4051107,"Exchange Bancorp, Inc.",USA,Bank,California
1024177,"Exchange Bancshares, Inc. (OTCPK:EBLO)",USA,Bank,Missouri
1010253,"Exchange Bank (Santa Rosa, CA) (OTCPK:EXSR)",USA,Bank,California
1018268,"Exchange Bankshares, Inc. (OTCPK:EXCH)",USA,Bank,Maryland
4026049,Export-Import Bank of the United States,USA,Bank,District of Columbia
1017104,F & M Bancorporation Inc.,USA,Bank,Kansas
100540,"F & M Bancorporation, Inc. (NASDAQGM:FMBK)",USA,Bank,Kansas
1017974,F & M Bank Corp. (OTCQX:FMBM),USA,Bank,Virginia
100237,F.N.B. Corporation (NYSE:FNB),USA,Bank,Pennsylvania
1021053,"F.N.B.C. of La Grange, Inc.",USA,Bank,Georgia
100100,F&M Bancorp (NASDAQGM:FMBN),USA,Bank,Maryland
1017848,F&M Bancorp (OTCEM:FMOO),USA,Bank,Ohio
1016485,F&M Bank-Highlands,USA,Bank,North Carolina
100269,F&M Financial Services Corporation,USA,Bank,Tennessee
100270,F&M National Corporation (NYSE:FMN),USA,Bank,Virginia
4086066,"F&T Financial Services, Inc.",USA,Bank,Tennessee
1019711,Factory Point Bancorp Inc. (NASDAQGM:FAPB),USA,Bank,Vermont
1004199,"Fairfield County Bancorp, Inc.",USA,Bank,Connecticut
100280,Fairfield First Bank and Trust Company,USA,Bank,Pennsylvania
4247783,"Fairmount Bancorp, Inc.",USA,Bank,Maryland
100849,Far East National Bank,USA,Bank,California
139480301,Farm Credit Bank of Texas and District Associations,USA,Bank,Texas
102890,Farm Credit System,USA,Bank,Virginia
4048393,Farmers & Merchants Bancorp (OTCQX:FMCB),USA,Bank,California
100964,"Farmers & Merchants Bancorp, Inc. (NASDAQCM:FMAO)",USA,Bank,Ohio
1024216,"Farmers & Merchants Bancshares, Inc. (Burlington, IA) (OTCPK:FMBN)",USA,Bank,Vermont
100963,"Farmers & Merchants Bank (Honesdale, PA) (NASDAQGM:FMMB)",USA,Bank,Pennsylvania
1014752,Farmers & Merchants Bank of Long Beach (OTCQX:FMBL),USA,Bank,California
4829984,"Farmers and Merchants Bancshares, Inc. (OTCPK:FMFG)",USA,Bank,Maryland
1014996,Farmers and Merchants Bank,USA,Bank,California
101310,Farmers Banc Corp,USA,Bank,Ohio
1021534,Farmers Bancorp (Frankfort IN) (OTCPK:FABP),USA,Bank,Kentucky
1011565,"Farmers Bank, Windsor VA",USA,Bank,Virginia
4412401,"Farmers Bankshares, Inc. (OTCPK:FBVA)",USA,Bank,Virginia
100257,Farmers Capital Bank Corporation (NASDAQGM:FFKT),USA,Bank,Kentucky
100716,Farmers National Banc Corp. (NASDAQCM:FMNB),USA,Bank,Ohio
100717,Farmers National Bancorp,USA,Bank,Michigan
100718,Farmers National Bancorp Inc.,USA,Bank,Ohio
1022739,Farrington Bank,USA,Bank,Hawaii
1017981,"Fauquier Bankshares, Inc. (NASDAQGM:FBSS)",USA,Bank,Virginia
1019122,FB Corporation,USA,Bank,Ohio
1019856,FB Financial Corporation (NYSE:FBK),USA,Bank,Tennessee
100244,FB&T Corporation,USA,Bank,Georgia
100582,FB&T Financial Corp. (NASDAQGM:FBTC),USA,Bank,Georgia
107488326,FBC Building Society,USA,Bank,North Carolina
1024270,FC Banc Corp.,USA,Bank,Ohio
4105222,FCB Bancorp (OTCBB:FCBA),USA,Bank,Tennessee
4056795,"FCB Bancorp, Inc. (OTCPK:FCBE)",USA,Bank,Pennsylvania
4237263,"FCB Financial Holdings, Inc.",USA,Bank,Florida
4057730,"FCB Financial, Inc.",USA,Bank,Tennessee
1023760,FCBY Merger Group,USA,Bank,Tennessee
1019999,FCN Banc Corp. (OTCPK:FBVI),USA,Bank,Virginia
100556,FCNB Corp. (NASDAQGM:FCNB),USA,Bank,Maryland
21371788,Federated States of Micronesia Development Bank,USA,Bank,Federated States of Micronesia
1014847,Feliciana Bank & Trust Company,USA,Bank,Louisiana
100883,"Fentura Financial, Inc.",USA,Bank,Michigan
4558566,FFB Bancorp (OTCQX:FFBB),USA,Bank,California
4114115,FFB Bank,USA,Bank,California
100258,FFB Corporation (NASDAQGM:FFWV),USA,Bank,West Virginia
102329,FFD Financial Corporation (OTCPK:FFDF),USA,Bank,Ohio
102281,FFW Corporation (OTCPK:FFWC),USA,Bank,Indiana
4101959,"FGBC Bancshares, Inc.",USA,Bank,Georgia
1022012,"Fidelity BancShares (N.C.), Inc.",USA,Bank,North Carolina
4051478,"Fidelity D & D Bancorp, Inc. (NASDAQGM:FDBC)",USA,Bank,Pennsylvania
100845,Fidelity Southern Corporation,USA,Bank,Georgia
1016846,Fiduciary Investment Company of New Jersey,USA,Bank,New Jersey
100260,Fifth Third Bancorp (NASDAQGS:FITB),USA,Bank,Ohio
100721,"Financial Bancshares, Incorporated",USA,Bank,Illinois
100109,Financial Center Bancorp,USA,Bank,California
1016825,"Financial Institutions, Inc. (NASDAQGS:FISI)",USA,Bank,New York
100261,Financial Trust Corp. (NASDAQGM:FITC),USA,Bank,Pennsylvania
4151811,"FineMark Holdings, Inc.",USA,Bank,Florida
1020204,Finest Financial Corporation,USA,Bank,California
1024343,Finward Bancorp (NASDAQCM:FNWD),USA,Bank,Indiana
4089446,FinWise Bancorp (NASDAQGM:FINW),USA,Bank,Utah
1019044,First & Ocean Bancorp (NASDAQGM:FIOC.E),USA,Bank,New Jersey
4165716,First Advantage Bancorp (OTCPK:FABK),USA,Bank,Tennessee
4200911,"First Alliance Bancshares, Inc. (OTCPK:FABR)",USA,Bank,California
100234,"First Amarillo Bancorporation, Inc. (NASDAQGM:FAMA)",USA,Bank,Texas
4161783,First America Holdings Corporation,USA,Bank,Tennessee
1019940,First American Bancorp,USA,Bank,North Carolina
1023978,First American Bank,USA,Bank,Iowa
100931,First American Bank (NASDAQGM:FTAB),USA,Bank,Illinois
100110,First American Bank and Trust,USA,Bank,Georgia
100090,First American Corporation,USA,Bank,Tennessee
100235,First American Corporation (NYSE:FAM),USA,Bank,Tennessee
4096796,First American International Corp.,USA,Bank,New York
4108566,"First Americano Financial Corp. (Elizabeth, NJ)",USA,Bank,New Jersey
100038,"First Banc Securities, Inc.",USA,Bank,Tennessee
100240,First Bancorp (NASDAQGS:FBNC),USA,Bank,North Carolina
4044707,"First Bancorp of Indiana, Inc. (OTCPK:FBPI)",USA,Bank,Indiana
1023722,"First Bancorp, Inc.",USA,Bank,Indiana
4041406,First BanCorp. (NYSE:FBP),USA,Bank,Puerto Rico
1023227,"First Bancorporation, Inc.",USA,Bank,Alabama
1018835,"First Bancshares of Texas, Incorporated",USA,Bank,Texas
4053360,"First Bancshares, Inc.",USA,Bank,Mississippi
1017854,"First Bancshares, Inc. (OTCPK:FIBH)",USA,Bank,Illinois
102392,"First Bancshares, Inc. (OTCQX:FBSI)",USA,Bank,Mississippi
4099013,First Bank (NASDAQGM:FRBA),USA,Bank,New Jersey
1006814,"First Bank & Trust, IL",USA,Bank,Illinois
1982019,First Bank of Central Jersey,USA,Bank,New Jersey
4050682,First Bank of Delaware,USA,Bank,Delaware
1011162,First Bank of Ohio,USA,Bank,Ohio
100239,First Bank of Philadelphia,USA,Bank,Pennsylvania
100862,First Bank of West Hartford (NASDAQGM:FWEH),USA,Bank,Connecticut
1030047,First BankAmericano,USA,Bank,New Jersey
101284,"First Bankers Trustshares, Inc. (OTCQB:FBTT)",USA,Bank,Illinois
1021357,"First Banking Center, Inc. (OTCPK:FBCI)",USA,Bank,Wisconsin
100702,First Banking Company of Southeast Georgia (NASDAQGM:FBCG),USA,Bank,Georgia
100004,"First Banks America, Inc.",USA,Bank,California
101227,"First Bankshares, Inc.",USA,Bank,Virginia
1023425,"First Berlin Bancorp, Inc. (OTCQX:FTFI)",USA,Bank,Maryland
4101671,First Brandon Financial Corporation,USA,Bank,Florida
1007312,First Brandon National Bank,USA,Bank,Florida
100703,First Busey Corporation (NASDAQGS:BUSE),USA,Bank,Illinois
1021886,"First Business Financial Services, Inc. (NASDAQGS:FBIZ)",USA,Bank,Wisconsin
1016202,First California Bank,USA,Bank,California
100349,"First California Financial Group, Inc.",USA,Bank,California
4013283,First Capital Bancorp Inc. (NASDAQGM:FCBX),USA,Bank,Virginia
4143683,"First Capital Bancorp, Inc.",USA,Bank,Virginia
4045226,"First Capital Bancshares, Inc. (OTCPK:FCPB)",USA,Bank,Louisiana
1984013,First Capital Bank,USA,Bank,Virginia
1032042,"First Capital, Inc. (NASDAQCM:FCAP)",USA,Bank,Indiana
4057353,First Century Bancorp.,USA,Bank,Georgia
100641,"First Century Bankshares, Inc.",USA,Bank,West Virginia
100595,"First Charter Bank, National Association (OTCPK:FCBH)",USA,Bank,North Carolina
100008,First Charter Corporation,USA,Bank,North Carolina
100793,First Chester County Corporation,USA,Bank,Pennsylvania
4002054,First Chicago Bancorp,USA,Bank,Illinois
100272,First Chicago Corporation (NYSE:FNB),USA,Bank,Illinois
100371,First Chicago NBD Corporation (NYSE:FCN),USA,Bank,Illinois
8932179,First Choice Bancorp (NASDAQGM:FCBP),USA,Bank,California
4108419,First Choice Bank,USA,Bank,California
100706,"First Citizens Bancorporation, Inc.",USA,Bank,South Carolina
100247,"First Citizens BancShares, Inc. (NASDAQGS:FCNC.A)",USA,Bank,North Carolina
1018553,"First Citizens Bancshares, Inc. (OTCEM:FIZN)",USA,Bank,Illinois
100569,"First Citizens Bancstock, Inc. (NYSEAM:FIR)",USA,Bank,Louisiana
1007853,First Citizens Bank,USA,Bank,North Carolina
1022764,First Citizens Bank,USA,Bank,North Carolina
4169968,"First Citrus Bancorporation, Inc. (OTCPK:FCIT)",USA,Bank,Florida
100251,"First City Bancorp, Inc.",USA,Bank,Georgia
100243,"First City Bancorporation of Texas, Inc.",USA,Bank,Texas
1022610,First City Bank (NYSEAM:FBK),USA,Bank,Florida
4057679,First Clover Leaf Financial Corp.,USA,Bank,Virginia
1032875,First Coastal Bancshares (OTCPK:FCST),USA,Bank,California
1019893,"First Colebrook Bancorp, Inc.",USA,Bank,New Hampshire
100249,First Colonial Bankshares Corporation (NASDAQGM:FCOLA),USA,Bank,Illinois
100588,First Colonial Group Inc. (NASDAQGM:FTCG),USA,Bank,Pennsylvania
100709,First Columbus Community Bank & Trust Company,USA,Bank,Ohio
4092280,First Commerce Bancorp,USA,Bank,New Jersey
4144939,"First Commerce Bancorp, Inc.",USA,Bank,Nevada
4122613,"First Commerce Bancorp, Inc. (OTCPK:CMRB)",USA,Bank,New Jersey
100245,"First Commerce Bancshares, Inc.",USA,Bank,Nebraska
1025145,First Commerce Bank,USA,Bank,New Jersey
4086913,First Commerce Bank,USA,Bank,New Jersey
1011598,First Commerce Bank,USA,Bank,New Jersey
4079723,"First Commerce Community Bankshares, Inc. (OTCPK:FCGA)",USA,Bank,Georgia
4065955,First Commerce Corporation,USA,Bank,Louisiana
100250,First Commerce Corporation,USA,Bank,Louisiana
100248,"First Commercial Bancorp, Inc. (NASDAQGM:FCOB)",USA,Bank,California
100286,"First Commercial Bancshares, Inc.",USA,Bank,Arkansas
1022458,First Commercial Bank of Philadelphia,USA,Bank,Pennsylvania
100246,First Commercial Corp. (NASDAQGM:FCLR),USA,Bank,Arkansas
1024614,First Commercial Financial Corp,USA,Bank,California
100834,First Commercial Holding Corporation,USA,Bank,Georgia
100503,First Commonwealth Financial Corporation (NYSE:FCF),USA,Bank,Pennsylvania
100281,"First Community Bancorp Inc. (Rockford, IL) (NASDAQGM:FRFD)",USA,Bank,Illinois
1023856,"First Community Bancorp, Inc.",USA,Bank,California
1982038,First Community Bank of Georgia,USA,Bank,Georgia
4089522,First Community Bank of Joliet,USA,Bank,Illinois
101208,"First Community Banking Services, Inc. (NASDAQGM:FCBS)",USA,Bank,Georgia
100792,"First Community Bankshares, Inc. (NASDAQGS:FCBC)",USA,Bank,Virginia
1024303,First Community Corporation,USA,Bank,South Carolina
1024772,First Community Corporation (NASDAQCM:FCCO),USA,Bank,South Carolina
1019912,First Community Financial Corporation (OTCPK:FMFP),USA,Bank,Georgia
4142262,"First Community Financial Partners, Inc.",USA,Bank,Illinois
4113813,"First Connecticut Bancorp, Inc.",USA,Bank,Connecticut
1012561,First Counties Bank (NASDAQGM:FTCB),USA,Bank,California
1026271,First County Bank (OTCPK:FRCK),USA,Bank,Connecticut
4089736,First Coweta Bank (OTCPK:FCWT),USA,Bank,Georgia
1021239,"First Decatur Bancshares, Inc. (NASDAQGM:FDEC)",USA,Bank,Illinois
100252,First Eastern Corp.,USA,Bank,Pennsylvania
100715,First Evergreen Corp. (NASDAQGM:FIVR),USA,Bank,Illinois
1018155,First Farmers and Merchants Corporation (OTCPK:FFMH),USA,Bank,Minnesota
1018641,First Farmers Bank Holding Company,USA,Bank,Indiana
1022015,First Farmers Financial Corporation (OTCQX:FFMR),USA,Bank,Indiana
100254,First Fidelity Bancorporation,USA,Bank,Oklahoma
100722,"First Financial Associates, Inc.",USA,Bank,South Carolina
100892,First Financial Bancorp,USA,Bank,Ohio
100255,First Financial Bancorp. (NASDAQGS:FFBC),USA,Bank,Ohio
100723,First Financial Bancorporation (NASDAQGM:FIOW),USA,Bank,Iowa
100572,"First Financial Bankshares, Inc. (NASDAQGS:FFIN)",USA,Bank,Texas
101234,First Financial Corp (NASDAQGM:FTFN),USA,Bank,North Carolina
100502,First Financial Corporation (NASDAQGS:THFF),USA,Bank,Indiana
101764,"First Financial Holdings, Inc.",USA,Bank,South Carolina
4087275,"First Financial Northwest, Inc.",USA,Bank,Washington
101772,First Financial Service Corporation,USA,Bank,Kentucky
100256,First Florida Banks Inc. (NASDAQGM:FFBK),USA,Bank,Florida
4147341,First Florida Integrity Bank,USA,Bank,Florida
4161046,First Foundation Inc. (NYSE:FFWM),USA,Bank,California
1018213,"First Franklin Bancshares, Inc.",USA,Bank,Michigan
